issueKey,summary,created,resolved,status,priority,severity,labels,components,Bug Detection Phase,linked_pr_number,is_escaped_defect
IO-46239,NetSuite dependent test cases are failing,2023-10-03T09:54:57.947+0530,,Released,P1,S1,,NetSuite Adaptor (Node.js),,,False
IO-46227,"In hamcOptions: urlParametersMap and relativeURI(any handlebars in url parameters),URI,http.encrypted,urlParameters are not evaluating correctly when we use them for exports, lookups, and imports in HTTP request body",2023-10-02T23:22:56.309+0530,,Released,P2,S2,,Adaptor,,,False
IO-46217,"UI is sending incorrect payload when trying to disable ""Trial Period"" on a connector doc. ",2023-10-01T21:42:50.365+0530,,Released,P2,S2,,UI,,,False
IO-46215,"When we retry error in transformation 2.0,it's going to next step without fixing the error.",2023-10-01T19:52:16.080+0530,,Released,P2,S2,Transformation2.0;slackReported,Errors / Dashboard,,,False
IO-46214,"[Production Server Restart] ""Error: Callback was already called.""",2023-09-30T15:48:16.424+0530,2023-10-12T15:46:39.157+0530,Released,P1,S1,,DB Adaptor,,,False
IO-46213,Consumers are starting and ending continuously in branching flows when we have borrowConcurrency on connection,2023-09-30T09:37:13.101+0530,2023-10-13T11:48:11.046+0530,Released,P2,S2,,Core-Workers,,,False
IO-46212,uncaughtException: Start date is missing for the delta export,2023-09-30T08:56:24.558+0530,2023-10-04T18:52:01.864+0530,Released,P1,S1,SplunkError,Adaptor,,,False
IO-46196,"As the labels are not clickable, they should be cursors.",2023-09-29T15:36:00.800+0530,,Released,P3,S3,,UI,,,False
IO-46191,"Query Limit of 1MB Exceeded should be classified as ""too_large""",2023-09-29T14:51:15.070+0530,,Released,P2,S2,slackReported,Errors / Dashboard,,,False
IO-46182,[Playground] Celigo AI history is getting cleared when the editor is opened in fullscreen mode,2023-09-29T13:36:08.986+0530,,Released,P2,S3,AI_ML,UI,,,False
IO-46159,hmac and hash handlebars evaluation is not happening while using numeric and boolean values,2023-09-29T12:12:43.920+0530,,Released,P2,S2,,Adaptor,,,False
IO-46155,502 Bad gateway errors in platform4,2023-09-29T10:31:54.953+0530,,Released,P1,S2,,EDI,,,False
IO-46153,Update the migrate-S3oauth2-mongodb script to hide the confidential details in logs,2023-09-29T10:07:49.842+0530,,Released,P2,S2,Assistant2.0,Adaptor;Connector framework,,,False
IO-46141,UI is not populating the correct GrantType in iClient,2023-09-28T22:18:23.158+0530,,Released,P2,S2,Assistant2.0;UI,Connection Assistant,,,False
IO-46137,error: uncaughtException: Cannot read property 'errors' of undefined,2023-09-28T18:03:20.921+0530,,Released,P2,S2,SplunkBugTriaged;SplunkError,Core-Workers,,,False
IO-46132,"When EDI license is disabled we are seeing ""Parsing definition"" on export side",2023-09-28T16:11:09.639+0530,,Released,P2,S2,,EDI;UI,,,False
IO-46131,Hackerone #2178772 Text injection allow Celigo Inc users to redirect to malicious application,2023-09-28T15:29:58.837+0530,,Released,P2,S2,Engg_Triaged,API (api.integrator.io);Core,,,False
IO-46128,Recent Update Removed Flows,2023-09-28T05:39:50.403+0530,2023-09-28T20:56:18.236+0530,Released,P1,S1,jira_escalated,Core,,,False
IO-46119,Uncaught Exception in integratorqgw splunk logs | staging,2023-09-28T13:54:31.744+0530,2023-10-04T18:51:57.854+0530,Released,P1,S1,,Core-Workers,,,False
IO-46118,"Flow Debugger | After test run, in case user gets error in preview and switches to Test run results, error is shown in Test run results as well",2023-09-28T13:49:37.295+0530,,Released,P2,S2,,UI,,,False
IO-46111,OpenAPI Spec 3.x to HTTP 2.0 Connector---Below mentioned connectors unable to generate the metadata from the open api spec getting no pagination queryparam found in the openAPI schema issue,2023-09-28T12:29:58.983+0530,,Released,P3,S2,Reopen,Connector framework,,,False
IO-46105,Preview issues when the user has postresponsemap and one-to-many enabled.,2023-09-28T11:11:04.676+0530,,Released,P2,S1,jira_escalated,UI,,,False
IO-46104,Minor fixes with missing test cases ,2023-09-28T11:10:07.678+0530,,Released,P3,S1,,UI,,,False
IO-46101,"Help texts are mismatching with figma ISA01,ISA02",2023-09-28T10:49:25.348+0530,,Released,P3,S3,,UI,,,False
IO-46081,error: uncaughtException: TypeError: Cannot read property 'connectionContexts' of null,2023-09-28T09:42:51.519+0530,,Released,P2,S2,DexterScrubbing;Engg_Triaged;SplunkError,Core-Workers,,,False
IO-46080,error: uncaughtException: TypeError: Cannot read property 'endRealtimeJobDone' of undefined,2023-09-28T09:40:25.856+0530,,Released,P1,S2,DexterScrubbing;Engg_Triaged;SplunkBugTriaged;SplunkError,Core-Workers,,,False
IO-46079,error: uncaughtException: TypeError: Cannot read property 'rateLimitMessages' of null,2023-09-28T09:37:32.963+0530,,Released,P2,S2,DexterScrubbing;Engg_Triaged;SplunkBugTriaged;SplunkError,Core-Workers,,,False
IO-46078,error: uncaughtException: TypeError: Cannot read property 'waitAndStartConsumerCalledOnce' of null,2023-09-28T09:33:54.079+0530,,Released,P1,S2,DexterScrubbing;Engg_Triaged;SplunkBugTriaged;SplunkError,Core-Workers,,,False
IO-46068,HTTP connection concurrency changed to 25 automatically without any audit logs,2023-09-27T22:49:50.281+0530,,Released,P1,S1,jira_escalated;slackReported,Core,,,False
IO-46067,WebSocket Client Doesn't Receive 'Max Payload Error',2023-09-27T21:52:50.298+0530,,Released,P2,S2,,NetSuite Adaptor (Node.js),,,False
IO-46065,combination of #each and hash handlebars are not evaluating ,2023-09-27T21:44:58.016+0530,2023-10-04T18:51:52.313+0530,Released,P1,S1,Reopen,Adaptor,,,False
IO-46064,hash handlebars are not evaluating in relative URI in Lookups and Imports,2023-09-27T21:44:30.291+0530,2023-10-04T18:51:47.170+0530,Released,P1,S1,jira_-_netsuite_connector;jira_escalated;slackReported,Adaptor,,,False
IO-46057,QGMaster restarted due to monit timeout,2023-09-27T18:25:41.024+0530,,Released,P3,S4,Engg_Triaged;SplunkError,Core-Workers,,,False
IO-46039,Travis | [integrator-adaptor] | [JOB=File-provider] | [edi],2023-09-27T15:47:37.582+0530,,Released,P1,S2,,EDI,,,False
IO-46003,List of file definitions shown on UI are not respecting latest meta data format,2023-09-27T12:11:55.993+0530,,Released,P2,S2,,EDI,,,False
IO-45999,Sample data is not shown on the imports when generator file definitions from the S3 list are selected,2023-09-27T11:52:27.286+0530,,Released,P2,S2,,EDI,,,False
IO-45997,User is unable to click on settings when flow size is large,2023-09-27T11:43:24.686+0530,,Released,P3,S3,Flow_Builder;slackReported,Flow Builder,,,False
IO-45995,Sample data is not shown on File parser window,2023-09-27T11:35:34.665+0530,,Released,P2,S2,,EDI,,,False
IO-45992,integrator-worker ms - child process not picking up the correct role after crash,2023-09-27T11:18:21.400+0530,,Released,P1,S1,,Core-Workers,,,False
IO-45964,Request Headers missing in policies of API Gateway for bearer token,2023-09-27T09:42:50.167+0530,,Released,P2,S2,,Core,,,False
IO-45963,Travis | [integrator-adaptor] | [JOB=7] | [edi],2023-09-27T09:37:05.888+0530,,Released,P1,S2,,Adaptor,,,False
IO-45952,"while cloning if we are setting up a new connection for NSAW, service name is auto-selected even if didnt upload any zip file",2023-09-27T00:46:55.709+0530,,Released,P3,S2,PM_Triaged,UI,,,False
IO-45950," Platform3 : Unable to get the connection debug , execution logs and error classifier",2023-09-26T23:14:32.901+0530,,Released,P2,S2,,DevOps,,,False
IO-45871,App crash while adding a import bubble,2023-09-26T14:35:51.027+0530,,Released,P1,S1,Flow_Builder;Playwright_Automation_Issue,UI,,,False
IO-45854,Minimap in flow builder page is not aligned properly.,2023-09-26T12:15:42.574+0530,,Released,P3,S3,Regression,UX,,,False
IO-45841,Unwanted resource path parameter in Parser and Generator file definitions,2023-09-26T10:26:10.547+0530,,Released,P2,S2,,EDI,,,False
IO-45840,"On create connection page For OAuth2.0 authentication auth change ""User scope"" label to ""User scopes""",2023-09-26T09:34:24.596+0530,,Released,P3,S3,Slack;slackReported,UI,,,False
IO-45808,[Memory Issue] [DeserializeObject] [Adaptor],2023-09-25T18:00:19.970+0530,,Released,P2,S2,SplunkError,Adaptor,,,False
IO-45722,[Platform-3]error: uncaughtException: TypeError: qConsumerState.syncConsumers is not a function,2023-09-25T10:35:12.841+0530,2023-10-10T21:49:26.687+0530,Released,P2,S1,Platform3;SplunkError;UncaughtException,Core,,,False
IO-45712,When a deployment triggered Workers are not cycling down if there are active flows running on Staging/QA env,2023-09-24T15:55:55.295+0530,,Released,P2,S2,deployments,Core-Workers,,,False
IO-45694,"Correct is not being thrown if integrator-ashareid is missing or empty in the headers for ""/api/owner/mfa/reset"" api with Admin access, Manage Access, Monitor Access",2023-09-22T18:11:27.402+0530,,Released,P2,S2,,Core,,,False
IO-45690,whenever we change the zip file from existing to any other service name is not getting auto selected and throwing diff error isntaed f showing mandatory message,2023-09-22T17:18:04.312+0530,2023-10-10T21:47:59.068+0530,Released,P2,S2,,UI,,,False
IO-45668,OpenAPI Spec 3.x to HTTP 2.0 Connector Metadata  - httpConnectors bugs,2023-09-22T16:19:14.135+0530,,Released,P2,S2,,Connector,,,False
IO-45667,OpenAPI Spec 3.x to HTTP 2.0 Connector Metadata  - httpConnectorEndpoints bugs,2023-09-22T16:17:53.252+0530,,Released,P2,S2,,Connector,,,False
IO-45666,OpenAPI Spec 3.x to HTTP 2.0 Connector Metadata  - httpConnectorResources bugs ,2023-09-22T16:17:24.409+0530,,Released,P2,S2,,Connector,,,False
IO-45598,"EDI profile option is showing for other adaptors (Gdrive, S3 and Box)",2023-09-22T12:18:16.704+0530,,Released,P2,S2,Reopen,EDI,,,False
IO-45565, error: uncaughtException: TypeError: Cannot read property '0' of undefined (flow-branching),2023-09-22T09:46:49.006+0530,,Released,P2,S2,DexterScrubbing;SplunkError,Core-Workers,,,False
IO-45564,error: uncaughtException: Cannot set headers after they are sent to the client,2023-09-22T09:41:12.275+0530,,Released,P3,S2,SplunkError,Adaptor,,,False
IO-45552,[QA] error: uncaughtException: TypeError: Cannot read property 'indexOf' of undefined,2023-09-21T20:22:38.725+0530,2023-10-04T18:51:40.550+0530,Released,P1,S1,QA_Env;SplunkError;UncaughtException,Core-Workers,,,False
IO-45530,CLONE - [Travis][integrator-adaptor][release/2023.9.1][Job-FileProvider],2023-09-21T17:57:20.792+0530,2023-09-28T15:39:54.265+0530,Released,P3,S3,,File Adaptor,,,False
IO-45529,[Travis][integrator-adaptor][master][Job-FileProvider],2023-09-21T17:54:59.658+0530,,Released,P3,S3,,File Adaptor,,,False
IO-45511,"Linear flows | Borrow concurrency | Even in case the connection from which concurrency is borrowed is offline, flow still executes fine and is not landing into ""Waiting in queue"" for borrowed connection to be up",2023-09-21T16:56:21.498+0530,,Released,P2,S1,,Core-Workers,,,False
IO-45364,custom token is throwing error when using /v1/tokenInfo,2023-09-20T23:44:40.946+0530,,Released,P2,S3,slackReported,API (api.integrator.io),,,False
IO-45353,"While Auto Recovery of rate limit errors, user unsets the autoRecovery settings, import gets stuck in in progress ",2023-09-20T19:35:36.988+0530,,Pending Release,P2,S2,,Core-Workers,,,False
IO-45351,[Account management] - The user ( Manage access) can replace a connection with another that he does not have access to.,2023-09-20T19:09:43.415+0530,,Released,P2,S2,,Design;UI,,,False
IO-45344,Flow Scheduling | Branched flows | Flows scheduled with time intervals of 15 mins are getting stuck intermittently in case connection as high concurrency and eventually getting cancelled in 3-4 hrs,2023-09-20T18:14:41.179+0530,,Released,P2,S1,,Core-Workers,,,False
IO-45336,IO is loading only when user just toggle the MFA and sign out,2023-09-20T17:23:27.198+0530,,Released,P2,S2,,UI,,,False
IO-45334,"while creating dropbox listener , if we checked existing listener checkbox then webhook listeners are also getting shown",2023-09-20T17:04:35.011+0530,,Released,P2,S2,,UI,,,False
IO-45331,Records are not exported according to the fileSize filter option set on Box exports,2023-09-20T16:58:09.507+0530,,Released,P2,S2,ReportedDuringReleaseTesting,File Adaptor,,,False
IO-45319,"(On_Prem_JDBC)  we are getting an error message ""Expected field: host to be present"" on Connection form.",2023-09-20T15:42:51.051+0530,2023-10-10T21:49:24.860+0530,Released,P1,S1,Reopen,UI,,,False
IO-45313,Flow scheduling | Linear flows are landing into Waiting in Queue which are put on schedule currently on Core Dev env,2023-09-20T14:56:58.475+0530,,Released,P2,S2,,Core-Workers,,,False
IO-45244,OpenAPI Spec 3.x to HTTP 2.0 Endpoints Metadata--for all connectors Auto-populate filed is missing on mapping mapper 2.0 for all imports endpoints,2023-09-20T12:37:17.058+0530,,Released,P3,S3,,Connector framework,,,False
IO-45242,"Showing the ""Save the changes"" pop up  when we are closing and opening rules in ""Edit Branching""",2023-09-20T12:32:40.265+0530,,Released,P3,S2,,UI,,6115,False
IO-45224,[on k8s] Getting undefined message on preview call for blacklisted URL check ,2023-09-20T11:26:11.350+0530,2023-09-28T15:50:05.847+0530,Released,P2,S2,,HTTP Adaptor,,,False
IO-45200,[IAQA] : uncaughtException: TypeError: Cannot read property 'push' of undefined,2023-09-20T10:16:32.177+0530,2023-09-28T15:39:52.304+0530,Released,P1,S1,IAQA;SplunkError;UncaughtException,File Adaptor,,,False
IO-45170,Worker MS | Error Retries | Error retries are landing in Waiting in queue and are not getting retried,2023-09-19T22:24:10.172+0530,,Released,P2,S2,,Core-Workers,,,False
IO-45149,error: uncaughtException: The specified key does not exist.,2023-09-19T18:22:36.022+0530,,Released,P3,S2,SplunkError,Adaptor,,,False
IO-45148,Handlebars with Integration level settings are not evaluated in transformation2.0 preview and flow run,2023-09-19T18:10:56.273+0530,,Released,P2,S2,PM_Triaged;Transformation2.0,Adaptor,,,False
IO-45103,Flow is in progress state even after rate limit auto recovery is stopped.,2023-09-19T11:25:57.122+0530,2023-09-28T15:40:20.281+0530,Released,P2,S2,,Core-Workers,,,False
IO-45076,iClient redirect URL not working if eu subdomain is used,2023-09-11T13:54:46.947+0530,,Released,P3,Not set,,UI,,,False
IO-45073,Error [ERR_HTTP_TRAILER_INVALID]: Trailers are invalid with this transfer encoding at new NodeError,2023-09-18T18:34:28.152+0530,2023-10-04T09:59:02.201+0530,Released,P1,S1,Production;SplunkError,Core,,,False
IO-45071,"Flow debugger | Error | In case of Imports, even when input filter is giving error in run console, filter is still showing as success in stages data and UI and error name is shown as Import filter",2023-09-18T17:57:29.055+0530,,Released,P2,S2,FlowDebugger,Core,,,False
IO-45068,[LOAD] Flow is getting stuck while imports are processing. ,2023-09-18T17:00:16.388+0530,,Released,P2,S2,PM_Triaged;Reopen,DB Adaptor,,,False
IO-45063,Not able to establish the MySQL connection during 1st attempt,2023-09-18T16:25:52.547+0530,2023-10-10T21:49:22.252+0530,Released,P3,S1,,DB Adaptor,,,False
IO-45031,Navigation bar is not closing if we have develpor tool open,2023-09-18T15:11:25.336+0530,2023-09-28T15:40:30.906+0530,Released,P3,S3,,UI,,,False
IO-45025,Getting uncaught exception and app crash while trying to save the import [platform4],2023-09-18T14:54:25.580+0530,2023-09-28T15:50:07.389+0530,Released,P1,S2,,EDI,,,False
IO-45023,"Should not show Navigation bar on ""Terms of Service"" Page.",2023-09-18T14:51:07.960+0530,2023-09-28T15:40:28.274+0530,Released,P1,S1,,UI,,,False
